Job,Publish Date,Skills,Budget,Bids,Summary,Link
Fazer um logotipo novo,11 de Maio de 2023 03:53,"Design Gráfico, Ilustração, Adobe Illustrator",Menos de USD 50,12,"Preciso fazer um logotipo mais bonito para uma nova remodelagem da empresa .
Trabalhos com Vidros, sistema mais conhecido como envidraçamento de varandas ou cortina de vídro

Categoria: Design e Multimedia
Subcategoria: Design de Logo
Do que você precisa?: Criar um logotipo a partir de um esboço
Isso é... Ver mais detalhes",https://www.workana.com/job/fazer-um-logotipo-novo?ref=projects_7
Criação de Logo para uma loja virtual,11 de Maio de 2023 03:41,"Design Gráfico, Ilustração, Adobe Illustrator",Menos de USD 50,9,"Preciso de três logos diferente para minha loja virtual ( Uma de intens femininos, uma de loja de iphone e outra de uma loja de sneakers )

Categoria: Design e Multimedia
Subcategoria: Design de Logo
Do que você precisa?: Criar um logotipo a partir de um esboço
Isso é um projeto ou uma posição de... Ver mais detalhes",https://www.workana.com/job/criacao-de-logo-para-uma-loja-virtual-1?ref=projects_7
"Configuração de pixel, eventos e api",11 de Maio de 2023 03:25,"JavaScript, MySQL, PHP, API",USD 100 - 250,0,"Procuramos um programador que já tenha experiência para fazer toda a configuração do pixel do facebook e eventos de conversão. Estamos desenvolvendo a versão 2 de uma plataforma e nosso programador precisa de orientação para a configuração.

Categoria: TI e Programação
Subcategoria: Programação
Qual é... Ver mais detalhes",https://www.workana.com/job/configuracao-de-pixel-eventos-e-api?ref=projects_7
Tirar marca d&#039;agua de um video,11 de Maio de 2023 03:17,"Adobe After Effects, Adobe Premiere, Edição de vídeo",Menos de USD 50,5,"preciso remover uma marca d'agua de um video para criativo de facebook o quanto antes preciso com urgencia creio que não levara muito tempo !

Categoria: Design e Multimedia
Subcategoria: Criar ou editar vídeo
Do que você precisa?: Novo vídeo a partir de gravações existentes
Isso é um projeto ou uma... Ver mais detalhes",https://www.workana.com/job/tirar-marca-dagua-de-um-video?ref=projects_7
Design de imagens e Editor de Video,11 de Maio de 2023 03:15,"Design Gráfico, Adobe Illustrator, Adobe Photoshop, Animação, +",USD 250 - 500,3,"Descrição:
Precisamos de um profissional(PJ) de Design Gráfico, para atuar conosco no período de 6 horas p/ dia.

Habilidades desejadas:

produção de artes gráficas para redes sociais, edição de vídeos e uso de ferramentas tecnológicas em geral.

Buscamos pessoas que sejam criativas, tenham... Ver mais detalhes",https://www.workana.com/job/design-de-imagens-e-editor-de-video?ref=projects_7
Preciso de um profissional para realizar diagramação de um ebook,11 de Maio de 2023 03:14,"Design Gráfico, Adobe Illustrator, Adobe Photoshop",Menos de USD 50,5,"Preciso de um profissional que possa realizar a diagramação de um ebook (primeiro produto do segmento) focado para a realização de negócios na Administração Pública. Não seria para pegar arte pronta no Canva ou portais parecidos, mas construir uma identidade visual para o tipo de negócio objeto do... Ver mais detalhes",https://www.workana.com/job/preciso-de-um-profissional-para-realizar-diagramacao-de-um-ebook?ref=projects_7
Copy Para Grandes Projetos,11 de Maio de 2023 03:08,"Facebook, Marketing Online, Marketing, Escrita criativa",USD 100 - 250,6,"Preciso de uma pessoa para fazer copy autamente persoasivas para meus projetos, seja copy para vsl, anuncios no facebook ads, tik tok ads... TUDO
SÓ CONTRATO COM PORTFÓLIO!

Categoria: Marketing e Vendas
Subcategoria: Outros
Tamanho do projeto: Médio
Isso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes",https://www.workana.com/job/copy-para-grandes-projetos?ref=projects_7
Página de redirecionamento,10 de Maio de 2023 22:15,"HTML, WordPress, Responsive Web Design, API, CSS, HTML5, JavaScript, MySQL, PHP, Wix",USD 50 - 100,16,"Preciso criar uma página de redirecionamento com informações e produtos para usar no instagram no link da bio. Exemplo, clica no link da bio, cai na página de oferta dos produtos, clica no produto desejado e é direcionado para o link do anúncio / páginas de vendas.

Categoria: Design e Multimedia
... Ver mais detalhes",https://www.workana.com/job/pagina-de-redirecionamento?ref=projects_8
Captação de dados automatizados,10 de Maio de 2023 23:27,"JavaScript, MySQL, PHP, API, HTML, HTML5, Python",USD 250 - 500,16,"Estou procurando um dev que possa extrair dados de forma automatizada de alguns sites para geração de uma planilha para futura exportação.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
Tenho,... Ver mais detalhes",https://www.workana.com/job/captacao-de-dados-automatizados?ref=projects_8
Contrato de Prestação de serviço,11 de Maio de 2023 02:30,"Design Gráfico, Adobe Illustrator, Adobe Photoshop",USD 50 - 100,2,"Ola tudo bem ?
Precisava saber se faz contrato para prestação de serviços para empresa de design!
Tenho uma empresa de design que presta serviços a clientes, e necessito um contrato para prestações mensais, que irá ter, lei lgpd, direito autorais de imagem, resguarda em quebra de contrato, multa... Ver mais detalhes",https://www.workana.com/job/contrato-de-prestacao-de-servico-23?ref=projects_8
Motion Design,11 de Maio de 2023 02:23,"Adobe After Effects, Adobe Premiere, Edição de vídeo, Animação",Menos de USD 50,2,"Preciso de alguns projetos mensais para Motion design com base em elementos simples, sera um vídeo para stories (Instagram) curtos, com uma locução por fundo, objetos se movimentando, coisas simples, retângulos, quadrados!
O vídeo será alguém falando de atividades que são feitas ao dia dia e causam... Ver mais detalhes",https://www.workana.com/job/motion-design-46?ref=projects_8
Design de camiseta,11 de Maio de 2023 02:19,['N/I'],USD 50 - 100,2,"Quero desenvolver design de camiseta e rashguard relacionado an academia do meu esposo.
Uma camiseta seria para todos os estudantes da academia e o rashguard seria para os alunos que treinam Jiu Jitsu

Categoria: Design e Multimedia
Subcategoria: Design de moda
Do que você precisa?: 2 a 10 peças de... Ver mais detalhes",https://www.workana.com/job/design-de-camiseta-5?ref=projects_8
"Configuração Site, Erp Tiny plataforma Woocommerce Wordpress",11 de Maio de 2023 02:17,"WordPress, WooCommerce, Lojas Virtuais (e-commerce)",USD 100 - 250,3,"Tenho um site que o rapaz não finalizou o trabalho, e agora preciso subir os produtos do ERP tiny para a plataforma do site. Mas está dando erro e eu não entendo dessas plataformas, tenho pouco conhecimento com ERP, Plataforma TRAY e marktplace... Mas está dando erro ao enviar produtos do ERP.

... Ver mais detalhes",https://www.workana.com/job/configuracao-site-erp-tiny-plataforma-woocommerce-wordpress?ref=projects_8
Me  design  best logo for my buyer,11 de Maio de 2023 07:28,"Design Gráfico, Ilustração, Adobe Illustrator",Menos de USD 50,1,"l work start 7 months ago l expat to doing dis work l try best for my side l design logo modern logo profile logo l do  better work for you

Categoria: Design e Multimedia
Subcategoria: Design de Logo
Do que você precisa?: Criar um logotipo a partir de um esboço
Isso é um projeto ou uma posição de... Ver mais detalhes",https://www.workana.com/job/me-design-best-logo-for-my-buyer?ref=projects_8
Editor de Video,11 de Maio de 2023 02:13,"Adobe Premiere, Edição de vídeo, YouTube, Edição, Edição de audio",Menos de USD 15 / hora,3,"Oi! Eu tenho um canal no youtube https://www.youtube.com/@moondalini e gostaria de retomar com ele. Se voce fala ingles, seria incrivel. Canal no youtube em ingles é um planejamento futuro. Gostaria de saber sua proposta, valores e portifolio.

Categoria: Design e Multimedia
Subcategoria: Criar ou... Ver mais detalhes",https://www.workana.com/job/editor-de-video-555?ref=projects_8
Layout de Site - Fluxo de Telas (Morkup),11 de Maio de 2023 02:08,"HTML, WordPress, Responsive Web Design, API, CSS, HTML5, JavaScript",USD 100 - 250,5,"Estou precisando do LAYOUT do meu Site, com todos os fluxos de telas (Morkup).
Quero algo profissional, moderno, clean e que seja perfeito, padrão. O site será de Educação, voltado para quem vai fazer exame da oab (direito). As pessoas irão responder questões nesse site.

Categoria: Design e... Ver mais detalhes",https://www.workana.com/job/layout-de-site-fluxo-de-telas-morkup?ref=projects_8
Desenvolvimento de Ferramenta Para Checkout Web com Integrações com Erp,11 de Maio de 2023 12:50,"Magento, PHP, WordPress",USD 1.000 - 3.000,1,"Procuro dev full stack para projeto de desenvolvimento de ferramenta checkout web (no site do cliente) com integração api em erp.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-ferramenta-para-checkout-web-com-integracoes-com-erp?ref=projects_9
Captação de dados automatizados,10 de Maio de 2023 23:27,"JavaScript, MySQL, PHP, API, HTML, HTML5, Python",USD 250 - 500,16,"Estou procurando um dev que possa extrair dados de forma automatizada de alguns sites para geração de uma planilha para futura exportação.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
Tenho,... Ver mais detalhes",https://www.workana.com/job/captacao-de-dados-automatizados?ref=projects_9
Logo: Agência Ide,11 de Maio de 2023 01:28,"Design Gráfico, Ilustração, Adobe Illustrator",Menos de USD 50,7,"Tenho uma agencia de Marketing Digital, e quero mudar minha logo, estou precisando de uma pessoa criativa e sofisticada.

Em anexo estamos as logos que já montamos, porém não estou satisfeito.

Categoria: Design e Multimedia
Subcategoria: Design de Logo
Do que você precisa?: Criar um logotipo a partir... Ver mais detalhes",https://www.workana.com/job/logo-agencia-ide?ref=projects_9
Plugin Seopress Pro (Preciso de um profissional em Seo),11 de Maio de 2023 01:28,"HTML, WordPress",USD 50 - 100,0,"Quero melhorar o SEO todo do site e logo em seguida fazer algumas correções na busca do Google que está puxando páginas e títulos que não devia.

Categoria: TI e Programação
Subcategoria: Wordpress
Qual é o alcance do projeto?: Instalação de plugin
Isso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes",https://www.workana.com/job/plugin-seopress-pro-preciso-de-um-profissional-em-seo?ref=projects_9
Artes para lojas,11 de Maio de 2023 01:22,"Facebook, Marketing Online, Marketing",Menos de USD 50,7,"Preciso de um candidato que crie artes para publicações no insta, essa artes devem ser relacionadas a micro-empresas como hambúrguerias e lojas

Categoria: Marketing e Vendas
Subcategoria: Outros
Tamanho do projeto: Médio
Isso é um projeto ou uma posição de trabalho?: Um projeto
Disponibilidade requerida: Conforme necessário",https://www.workana.com/job/artes-para-lojas?ref=projects_9
6 estampas para camisas,11 de Maio de 2023 01:22,"Design Gráfico, Ilustração, Adobe Illustrator, Adobe Photoshop",USD 50 - 100,4,"Preciso de 6 estampas de camisas alusivas ao Flamengo. Precisam  ser bem humoradas e/ou que desperte a memória e a paixão do torcedor, sempre respeitando, é claro, as regras de direito autoral.

Categoria: Design e Multimedia
Subcategoria: Ilustrações
Qual é o alcance do projeto?: Extensão de um... Ver mais detalhes",https://www.workana.com/job/6-estampas-para-camisas?ref=projects_9
Logo para empresa italianostraviangens,11 de Maio de 2023 01:21,"Design Gráfico, Ilustração, Adobe Illustrator",Menos de USD 50,9,"eu queria uma logo para a minha empresa chamada italianostraviangens se poder coloque o nome da empresa na logo a logo poderia ter uma rua nas cores da italia e um carro suv diacordo com a foto

Categoria: Design e Multimedia
Subcategoria: Design de Logo
Do que você precisa?: Criar um logotipo a partir... Ver mais detalhes",https://www.workana.com/job/logo-para-empresa-italianostraviangens?ref=projects_9
Bookmaker Writer (Português),11 de Maio de 2023 06:32,"Transcrição, Tradução ao Inglês, Tradução ao português, Tradução ao espanhol",USD 50 - 100,0,Estamos procurando um escritor de apostas talentoso e experiente do Brasil para se juntar à nossa equipe.  O candidato selecionado será responsável por escrever resenhas de alta qualidade sobre casas de apostas no Brasil.  Eles devem conhecer a indústria de apostas e ter experiência em... Ver mais detalhes,https://www.workana.com/job/bookmaker-writer-portugues?ref=projects_9
Logo de pizzaria,11 de Maio de 2023 01:18,"Design Gráfico, Ilustração, Adobe Illustrator, Identidade de marca corporativa, +",USD 50 - 100,14,"Procuro uma logo moderna que tenha impacto nas redes sociais para uma pizzaria familiar no ramo desde 1992.
Uma logo que seja atual para as redes socias  mais que ao mesmo tempo passe credibilidade e demostre que a empresa já tem muita história

Categoria: Design e Multimedia
Subcategoria: Design... Ver mais detalhes",https://www.workana.com/job/logo-de-pizzaria-2?ref=projects_9
Desenvolvimento de Ferramenta Para Checkout Web com Integrações com Erp,11 de Maio de 2023 12:50,"Magento, PHP, WordPress",USD 1.000 - 3.000,1,"Procuro dev full stack para projeto de desenvolvimento de ferramenta checkout web (no site do cliente) com integração api em erp.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-ferramenta-para-checkout-web-com-integracoes-com-erp?ref=projects_10
Project Finance para projeto de energia de grande porte,10 de Maio de 2023 14:22,"Microsoft Excel, Análise Financeira, Management",USD 100 - 250,3,"Project finance completo para um grande projeto de empresa de energia inovadora com grande capacidade de escalabilidade e interface com grandes bancos e empresas do setor

Categoria: Finanças e Administração
Subcategoria: Planejamento estratégico
Do que você precisa?: Para uma PME
Isso é um projeto ou... Ver mais detalhes",https://www.workana.com/job/project-finance-para-projeto-de-energia-de-grande-porte?ref=projects_10
